n, dr =  1000  ????
ind   r               v               rho             Er
0357  2.80453435E+11  1.86400084E+08  5.05461993E-12  5.00234111E+04
0358  2.81553827E+11  1.86516041E+08  5.01206943E-12  4.94178146E+04
0359  2.82658536E+11  1.86631462E+08  4.96989333E-12  4.88196937E+04
0360  2.83767579E+11  1.86746350E+08  4.92808809E-12  4.82289541E+04
0361  2.84880975E+11  1.86860707E+08  4.88665023E-12  4.76455025E+04
0362  2.85998738E+11  1.86974537E+08  4.84557629E-12  4.70692472E+04
0363  2.87120887E+11  1.87087841E+08  4.80486285E-12  4.65000975E+04
0364  2.88247440E+11  1.87200624E+08  4.76450652E-12  4.59379638E+04
0365  2.89378412E+11  1.87312888E+08  4.72450395E-12  4.53827579E+04
0366  2.90513822E+11  1.87424636E+08  4.68485184E-12  4.48343924E+04
0367  2.91653687E+11  1.87535870E+08  4.64554689E-12  4.42927814E+04
0368  2.92798024E+11  1.87646593E+08  4.60658586E-12  4.37578398E+04
0369  2.93946851E+11  1.87756808E+08  4.56796555E-12  4.32294839E+04
0370  2.95100185E+11  1.87866517E+08  4.52968276E-12  4.27076309E+04
0371  2.96258045E+11  1.87975724E+08  4.49173435E-12  4.21921990E+04
0372  2.97420448E+11  1.88084430E+08  4.45411721E-12  4.16831076E+04
0373  2.98587412E+11  1.88192640E+08  4.41682826E-12  4.11802772E+04
0374  2.99758954E+11  1.88300354E+08  4.37986443E-12  4.06836291E+04
0375  3.00935093E+11  1.88407576E+08  4.34322272E-12  4.01930858E+04
0376  3.02115847E+11  1.88514309E+08  4.30690013E-12  3.97085708E+04
0377  3.03301234E+11  1.88620555E+08  4.27089371E-12  3.92300084E+04
0378  3.04491272E+11  1.88726316E+08  4.23520051E-12  3.87573242E+04
0379  3.05685978E+11  1.88831596E+08  4.19981766E-12  3.82904444E+04
0380  3.06885373E+11  1.88936396E+08  4.16474227E-12  3.78292964E+04
0381  3.08089473E+11  1.89040719E+08  4.12997150E-12  3.73738084E+04
0382  3.09298298E+11  1.89144568E+08  4.09550255E-12  3.69239096E+04
0383  3.10511866E+11  1.89247945E+08  4.06133262E-12  3.64795301E+04
0384  3.11730195E+11  1.89350853E+08  4.02745897E-12  3.60406008E+04
0385  3.12953305E+11  1.89453294E+08  3.99387887E-12  3.56070537E+04
0386  3.14181214E+11  1.89555271E+08  3.96058962E-12  3.51788215E+04
0387  3.15413940E+11  1.89656785E+08  3.92758853E-12  3.47558379E+04
0388  3.16651504E+11  1.89757840E+08  3.89487298E-12  3.43380371E+04
0389  3.17893923E+11  1.89858437E+08  3.86244033E-12  3.39253547E+04
0390  3.19141216E+11  1.89958580E+08  3.83028800E-12  3.35177266E+04
0391  3.20393404E+11  1.90058269E+08  3.79841342E-12  3.31150899E+04
0392  3.21650505E+11  1.90157509E+08  3.76681404E-12  3.27173822E+04
0393  3.22912538E+11  1.90256301E+08  3.73548735E-12  3.23245422E+04
0394  3.24179523E+11  1.90354647E+08  3.70443086E-12  3.19365092E+04
0395  3.25451479E+11  1.90452551E+08  3.67364210E-12  3.15532233E+04
0396  3.26728426E+11  1.90550013E+08  3.64311863E-12  3.11746254E+04
0397  3.28010383E+11  1.90647036E+08  3.61285803E-12  3.08006571E+04
0398  3.29297369E+11  1.90743623E+08  3.58285791E-12  3.04312607E+04
0399  3.30589406E+11  1.90839776E+08  3.55311590E-12  3.00663795E+04
0400  3.31886512E+11  1.90935496E+08  3.52362965E-12  2.97059572E+04
0401  3.33188707E+11  1.91030787E+08  3.49439684E-12  2.93499384E+04
0402  3.34496012E+11  1.91125650E+08  3.46541516E-12  2.89982684E+04
0403  3.35808446E+11  1.91220088E+08  3.43668234E-12  2.86508930E+04
0404  3.37126029E+11  1.91314103E+08  3.40819613E-12  2.83077591E+04
0405  3.38448782E+11  1.91407697E+08  3.37995428E-12  2.79688138E+04
0406  3.39776726E+11  1.91500871E+08  3.35195460E-12  2.76340052E+04
0407  3.41109879E+11  1.91593629E+08  3.32419489E-12  2.73032819E+04
0408  3.42448263E+11  1.91685972E+08  3.29667297E-12  2.69765933E+04
0409  3.43791899E+11  1.91777903E+08  3.26938671E-12  2.66538893E+04
0410  3.45140806E+11  1.91869423E+08  3.24233398E-12  2.63351204E+04
0411  3.46495006E+11  1.91960534E+08  3.21551267E-12  2.60202380E+04
0412  3.47854520E+11  1.92051240E+08  3.18892070E-12  2.57091938E+04
0413  3.49219368E+11  1.92141541E+08  3.16255600E-12  2.54019403E+04
0414  3.50589570E+11  1.92231439E+08  3.13641653E-12  2.50984305E+04
0415  3.51965149E+11  1.92320938E+08  3.11050026E-12  2.47986181E+04
0416  3.53346125E+11  1.92410038E+08  3.08480519E-12  2.45024574E+04
0417  3.54732520E+11  1.92498742E+08  3.05932934E-12  2.42099030E+04
0418  3.56124354E+11  1.92587052E+08  3.03407073E-12  2.39209104E+04
0419  3.57521650E+11  1.92674969E+08  3.00902743E-12  2.36354356E+04
0420  3.58924427E+11  1.92762496E+08  2.98419749E-12  2.33534350E+04
0421  3.60332709E+11  1.92849635E+08  2.95957902E-12  2.30748657E+04
0422  3.61746516E+11  1.92936388E+08  2.93517012E-12  2.27996853E+04
0423  3.63165871E+11  1.93022755E+08  2.91096891E-12  2.25278519E+04
0424  3.64590794E+11  1.93108741E+08  2.88697355E-12  2.22593242E+04
0425  3.66021309E+11  1.93194346E+08  2.86318219E-12  2.19940613E+04
0426  3.67457436E+11  1.93279572E+08  2.83959302E-12  2.17320231E+04
0427  3.68899198E+11  1.93364421E+08  2.81620423E-12  2.14731696E+04
0428  3.70346617E+11  1.93448895E+08  2.79301404E-12  2.12174615E+04
0429  3.71799715E+11  1.93532996E+08  2.77002068E-12  2.09648602E+04
0430  3.73258514E+11  1.93616726E+08  2.74722239E-12  2.07153272E+04
0431  3.74723037E+11  1.93700086E+08  2.72461745E-12  2.04688247E+04
0432  3.76193307E+11  1.93783079E+08  2.70220414E-12  2.02253154E+04
0433  3.77669345E+11  1.93865705E+08  2.67998076E-12  1.99847624E+04
0434  3.79151174E+11  1.93947968E+08  2.65794561E-12  1.97471293E+04
0435  3.80638818E+11  1.94029869E+08  2.63609703E-12  1.95123801E+04
0436  3.82132299E+11  1.94111409E+08  2.61443337E-12  1.92804794E+04
0437  3.83631639E+11  1.94192591E+08  2.59295300E-12  1.90513920E+04
0438  3.85136863E+11  1.94273415E+08  2.57165428E-12  1.88250833E+04
0439  3.86647992E+11  1.94353885E+08  2.55053561E-12  1.86015191E+04
0440  3.88165050E+11  1.94434001E+08  2.52959540E-12  1.83806658E+04
0441  3.89688061E+11  1.94513766E+08  2.50883207E-12  1.81624899E+04
0442  3.91217047E+11  1.94593180E+08  2.48824407E-12  1.79469585E+04
0443  3.92752033E+11  1.94672247E+08  2.46782984E-12  1.77340392E+04
0444  3.94293041E+11  1.94750966E+08  2.44758785E-12  1.75236997E+04
0445  3.95840096E+11  1.94829341E+08  2.42751659E-12  1.73159086E+04
0446  3.97393220E+11  1.94907373E+08  2.40761455E-12  1.71106343E+04
0447  3.98952439E+11  1.94985064E+08  2.38788024E-12  1.69078461E+04
0448  4.00517775E+11  1.95062414E+08  2.36831219E-12  1.67075135E+04
0449  4.02089253E+11  1.95139427E+08  2.34890893E-12  1.65096062E+04
0450  4.03666897E+11  1.95216103E+08  2.32966902E-12  1.63140945E+04
0451  4.05250731E+11  1.95292444E+08  2.31059102E-12  1.61209490E+04
0452  4.06840780E+11  1.95368452E+08  2.29167351E-12  1.59301408E+04
0453  4.08437067E+11  1.95444128E+08  2.27291509E-12  1.57416411E+04
0454  4.10039617E+11  1.95519474E+08  2.25431436E-12  1.55554217E+04
0455  4.11648455E+11  1.95594492E+08  2.23586993E-12  1.53714545E+04
0456  4.13263606E+11  1.95669182E+08  2.21758045E-12  1.51897121E+04
0457  4.14885093E+11  1.95743548E+08  2.19944455E-12  1.50101671E+04
0458  4.16512943E+11  1.95817590E+08  2.18146089E-12  1.48327927E+04
0459  4.18147180E+11  1.95891310E+08  2.16362814E-12  1.46575622E+04
0460  4.19787829E+11  1.95964709E+08  2.14594498E-12  1.44844494E+04
0461  4.21434916E+11  1.96037789E+08  2.12841010E-12  1.43134284E+04
0462  4.23088465E+11  1.96110552E+08  2.11102222E-12  1.41444736E+04
0463  4.24748501E+11  1.96182998E+08  2.09378005E-12  1.39775597E+04
0464  4.26415051E+11  1.96255130E+08  2.07668232E-12  1.38126618E+04
0465  4.28088140E+11  1.96326950E+08  2.05972777E-12  1.36497552E+04
0466  4.29767794E+11  1.96398457E+08  2.04291515E-12  1.34888155E+04
0467  4.31454038E+11  1.96469655E+08  2.02624323E-12  1.33298187E+04
0468  4.33146898E+11  1.96540544E+08  2.00971079E-12  1.31727411E+04
0469  4.34846400E+11  1.96611127E+08  1.99331661E-12  1.30175592E+04
0470  4.36552571E+11  1.96681403E+08  1.97705949E-12  1.28642499E+04
0471  4.38265435E+11  1.96751376E+08  1.96093824E-12  1.27127903E+04
0472  4.39985021E+11  1.96821046E+08  1.94495169E-12  1.25631577E+04
0473  4.41711353E+11  1.96890415E+08  1.92909865E-12  1.24153300E+04
0474  4.43444459E+11  1.96959484E+08  1.91337799E-12  1.22692850E+04
0475  4.45184365E+11  1.97028254E+08  1.89778854E-12  1.21250010E+04
0476  4.46931098E+11  1.97096728E+08  1.88232917E-12  1.19824566E+04
0477  4.48684684E+11  1.97164906E+08  1.86699876E-12  1.18416304E+04
0478  4.50445150E+11  1.97232790E+08  1.85179619E-12  1.17025016E+04
0479  4.52212524E+11  1.97300382E+08  1.83672035E-12  1.15650495E+04
0480  4.53986832E+11  1.97367682E+08  1.82177015E-12  1.14292535E+04
0481  4.55768103E+11  1.97434692E+08  1.80694450E-12  1.12950936E+04
0482  4.57556362E+11  1.97501414E+08  1.79224233E-12  1.11625498E+04
0483  4.59351637E+11  1.97567848E+08  1.77766257E-12  1.10316024E+04
0484  4.61153957E+11  1.97633996E+08  1.76320417E-12  1.09022320E+04
0485  4.62963348E+11  1.97699860E+08  1.74886607E-12  1.07744192E+04
0486  4.64779839E+11  1.97765441E+08  1.73464725E-12  1.06481453E+04
0487  4.66603456E+11  1.97830740E+08  1.72054667E-12  1.05233914E+04
0488  4.68434229E+11  1.97895758E+08  1.70656332E-12  1.04001391E+04
0489  4.70272185E+11  1.97960497E+08  1.69269618E-12  1.02783700E+04
0490  4.72117353E+11  1.98024959E+08  1.67894426E-12  1.01580661E+04
0491  4.73969760E+11  1.98089143E+08  1.66530656E-12  1.00392097E+04
0492  4.75829436E+11  1.98153053E+08  1.65178211E-12  9.92178302E+03
0493  4.77696408E+11  1.98216688E+08  1.63836993E-12  9.80576877E+03
0494  4.79570705E+11  1.98280051E+08  1.62506906E-12  9.69114975E+03
0495  4.81452357E+11  1.98343142E+08  1.61187854E-12  9.57790901E+03
0496  4.83341391E+11  1.98405963E+08  1.59879742E-12  9.46602979E+03
0497  4.85237837E+11  1.98468515E+08  1.58582477E-12  9.35549555E+03
0498  4.87141724E+11  1.98530800E+08  1.57295966E-12  9.24628995E+03
0499  4.89053081E+11  1.98592818E+08  1.56020116E-12  9.13839684E+03
0500  4.90971938E+11  1.98654571E+08  1.54754837E-12  9.03180030E+03
0501  4.92898323E+11  1.98716060E+08  1.53500037E-12  8.92648457E+03
0502  4.94832267E+11  1.98777287E+08  1.52255628E-12  8.82243411E+03
0503  4.96773799E+11  1.98838251E+08  1.51021519E-12  8.71963355E+03
0504  4.98722949E+11  1.98898956E+08  1.49797624E-12  8.61806773E+03
0505  5.00679746E+11  1.98959402E+08  1.48583855E-12  8.51772167E+03
0506  5.02644222E+11  1.99019589E+08  1.47380125E-12  8.41858056E+03
0507  5.04616405E+11  1.99079520E+08  1.46186349E-12  8.32062979E+03
0508  5.06596326E+11  1.99139196E+08  1.45002441E-12  8.22385493E+03
0509  5.08584015E+11  1.99198617E+08  1.43828318E-12  8.12824172E+03
0510  5.10579504E+11  1.99257786E+08  1.42663897E-12  8.03377606E+03
0511  5.12582822E+11  1.99316702E+08  1.41509093E-12  7.94044406E+03
0512  5.14594000E+11  1.99375367E+08  1.40363826E-12  7.84823197E+03
0513  5.16613070E+11  1.99433783E+08  1.39228014E-12  7.75712622E+03
0514  5.18640061E+11  1.99491951E+08  1.38101577E-12  7.66711341E+03
0515  5.20675006E+11  1.99549871E+08  1.36984435E-12  7.57818030E+03
0516  5.22717934E+11  1.99607545E+08  1.35876509E-12  7.49031381E+03
0517  5.24768879E+11  1.99664974E+08  1.34777720E-12  7.40350102E+03
0518  5.26827871E+11  1.99722159E+08  1.33687991E-12  7.31772918E+03
0519  5.28894941E+11  1.99779101E+08  1.32607246E-12  7.23298569E+03
0520  5.30970122E+11  1.99835802E+08  1.31535406E-12  7.14925810E+03
0521  5.33053445E+11  1.99892262E+08  1.30472398E-12  7.06653411E+03
0522  5.35144942E+11  1.99948482E+08  1.29418146E-12  6.98480159E+03
0523  5.37244645E+11  2.00004464E+08  1.28372575E-12  6.90404853E+03
0524  5.39352587E+11  2.00060209E+08  1.27335613E-12  6.82426309E+03
0525  5.41468800E+11  2.00115718E+08  1.26307186E-12  6.74543357E+03
0526  5.43593316E+11  2.00170992E+08  1.25287222E-12  6.66754840E+03
0527  5.45726167E+11  2.00226031E+08  1.24275649E-12  6.59059618E+03
0528  5.47867387E+11  2.00280838E+08  1.23272396E-12  6.51456562E+03
0529  5.50017009E+11  2.00335413E+08  1.22277393E-12  6.43944558E+03
0530  5.52175064E+11  2.00389757E+08  1.21290570E-12  6.36522507E+03
0531  5.54341587E+11  2.00443871E+08  1.20311857E-12  6.29189320E+03
0532  5.56516611E+11  2.00497756E+08  1.19341187E-12  6.21943925E+03
0533  5.58700169E+11  2.00551414E+08  1.18378492E-12  6.14785261E+03
0534  5.60892294E+11  2.00604845E+08  1.17423703E-12  6.07712281E+03
0535  5.63093020E+11  2.00658051E+08  1.16476754E-12  6.00723950E+03
0536  5.65302381E+11  2.00711032E+08  1.15537579E-12  5.93819246E+03
0537  5.67520410E+11  2.00763789E+08  1.14606113E-12  5.86997159E+03
0538  5.69747143E+11  2.00816324E+08  1.13682289E-12  5.80256692E+03
0539  5.71982612E+11  2.00868637E+08  1.12766045E-12  5.73596861E+03
0540  5.74226852E+11  2.00920729E+08  1.11857316E-12  5.67016692E+03
0541  5.76479898E+11  2.00972603E+08  1.10956039E-12  5.60515224E+03
0542  5.78741784E+11  2.01024257E+08  1.10062150E-12  5.54091508E+03
0543  5.81012544E+11  2.01075694E+08  1.09175588E-12  5.47744605E+03
0544  5.83292215E+11  2.01126915E+08  1.08296291E-12  5.41473591E+03
0545  5.85580830E+11  2.01177919E+08  1.07424198E-12  5.35277548E+03
0546  5.87878424E+11  2.01228710E+08  1.06559249E-12  5.29155575E+03
0547  5.90185033E+11  2.01279286E+08  1.05701382E-12  5.23106777E+03
0548  5.92500693E+11  2.01329650E+08  1.04850540E-12  5.17130274E+03
0549  5.94825438E+11  2.01379802E+08  1.04006662E-12  5.11225193E+03
0550  5.97159305E+11  2.01429744E+08  1.03169690E-12  5.05390674E+03
0551  5.99502329E+11  2.01479475E+08  1.02339567E-12  4.99625866E+03
0552  6.01854546E+11  2.01528998E+08  1.01516234E-12  4.93929932E+03
0553  6.04215992E+11  2.01578313E+08  1.00699635E-12  4.88302039E+03
0554  6.06586704E+11  2.01627421E+08  9.98897136E-13  4.82741370E+03
0555  6.08966717E+11  2.01676322E+08  9.90864132E-13  4.77247115E+03
0556  6.11356069E+11  2.01725019E+08  9.82896785E-13  4.71818474E+03
0557  6.13754796E+11  2.01773511E+08  9.74994546E-13  4.66454658E+03
0558  6.16162934E+11  2.01821800E+08  9.67156870E-13  4.61154885E+03
0559  6.18580521E+11  2.01869887E+08  9.59383214E-13  4.55918386E+03
0560  6.21007594E+11  2.01917772E+08  9.51673045E-13  4.50744399E+03
0561  6.23444189E+11  2.01965457E+08  9.44025829E-13  4.45632172E+03
0562  6.25890345E+11  2.02012941E+08  9.36441041E-13  4.40580962E+03
0563  6.28346098E+11  2.02060227E+08  9.28918158E-13  4.35590034E+03
0564  6.30811487E+11  2.02107316E+08  9.21456662E-13  4.30658665E+03
0565  6.33286550E+11  2.02154207E+08  9.14056042E-13  4.25786138E+03
0566  6.35771323E+11  2.02200902E+08  9.06715787E-13  4.20971745E+03
0567  6.38265846E+11  2.02247402E+08  8.99435394E-13  4.16214787E+03
0568  6.40770156E+11  2.02293707E+08  8.92214363E-13  4.11514574E+03
0569  6.43284292E+11  2.02339819E+08  8.85052198E-13  4.06870424E+03
0570  6.45808293E+11  2.02385738E+08  8.77948407E-13  4.02281664E+03
0571  6.48342197E+11  2.02431466E+08  8.70902505E-13  3.97747627E+03
0572  6.50886043E+11  2.02477002E+08  8.63914008E-13  3.93267656E+03
0573  6.53439870E+11  2.02522348E+08  8.56982437E-13  3.88841102E+03
0574  6.56003717E+11  2.02567505E+08  8.50107319E-13  3.84467323E+03
0575  6.58577624E+11  2.02612474E+08  8.43288181E-13  3.80145685E+03
0576  6.61161630E+11  2.02657255E+08  8.36524559E-13  3.75875563E+03
0577  6.63755774E+11  2.02701850E+08  8.29815990E-13  3.71656337E+03
0578  6.66360097E+11  2.02746258E+08  8.23162016E-13  3.67487396E+03
0579  6.68974638E+11  2.02790481E+08  8.16562181E-13  3.63368137E+03
0580  6.71599438E+11  2.02834521E+08  8.10016036E-13  3.59297964E+03
0581  6.74234537E+11  2.02878376E+08  8.03523134E-13  3.55276288E+03
0582  6.76879974E+11  2.02922049E+08  7.97083033E-13  3.51302525E+03
0583  6.79535792E+11  2.02965541E+08  7.90695292E-13  3.47376103E+03
0584  6.82202029E+11  2.03008851E+08  7.84359478E-13  3.43496452E+03
0585  6.84878728E+11  2.03051981E+08  7.78075158E-13  3.39663011E+03
0586  6.87565929E+11  2.03094931E+08  7.71841906E-13  3.35875227E+03
0587  6.90263674E+11  2.03137703E+08  7.65659296E-13  3.32132552E+03
0588  6.92972004E+11  2.03180297E+08  7.59526909E-13  3.28434445E+03
0589  6.95690960E+11  2.03222714E+08  7.53444327E-13  3.24780371E+03
0590  6.98420585E+11  2.03264955E+08  7.47411138E-13  3.21169802E+03
0591  7.01160919E+11  2.03307020E+08  7.41426931E-13  3.17602218E+03
0592  7.03912005E+11  2.03348911E+08  7.35491301E-13  3.14077102E+03
0593  7.06673886E+11  2.03390627E+08  7.29603844E-13  3.10593947E+03
0594  7.09446603E+11  2.03432171E+08  7.23764162E-13  3.07152248E+03
0595  7.12230199E+11  2.03473542E+08  7.17971859E-13  3.03751510E+03
0596  7.15024717E+11  2.03514741E+08  7.12226542E-13  3.00391241E+03
0597  7.17830200E+11  2.03555769E+08  7.06527822E-13  2.97070957E+03
0598  7.20646690E+11  2.03596627E+08  7.00875313E-13  2.93790179E+03
0599  7.23474231E+11  2.03637316E+08  6.95268633E-13  2.90548434E+03
0600  7.26312867E+11  2.03677836E+08  6.89707402E-13  2.87345254E+03
0601  7.29162639E+11  2.03718188E+08  6.84191245E-13  2.84180177E+03
0602  7.32023594E+11  2.03758373E+08  6.78719789E-13  2.81052748E+03
0603  7.34895774E+11  2.03798392E+08  6.73292664E-13  2.77962515E+03
0604  7.37779223E+11  2.03838245E+08  6.67909504E-13  2.74909033E+03
0605  7.40673985E+11  2.03877933E+08  6.62569945E-13  2.71891863E+03
0606  7.43580106E+11  2.03917456E+08  6.57273628E-13  2.68910570E+03
0607  7.46497629E+11  2.03956816E+08  6.52020194E-13  2.65964724E+03
0608  7.49426599E+11  2.03996013E+08  6.46809291E-13  2.63053902E+03
0609  7.52367061E+11  2.04035048E+08  6.41640566E-13  2.60177684E+03
0610  7.55319061E+11  2.04073922E+08  6.36513672E-13  2.57335657E+03
0611  7.58282643E+11  2.04112634E+08  6.31428263E-13  2.54527411E+03
0612  7.61257853E+11  2.04151187E+08  6.26383997E-13  2.51752542E+03
0613  7.64244737E+11  2.04189581E+08  6.21380536E-13  2.49010652E+03
0614  7.67243340E+11  2.04227815E+08  6.16417542E-13  2.46301346E+03
0615  7.70253708E+11  2.04265892E+08  6.11494681E-13  2.43624234E+03
0616  7.73275888E+11  2.04303812E+08  6.06611624E-13  2.40978931E+03
0617  7.76309926E+11  2.04341575E+08  6.01768043E-13  2.38365058E+03
0618  7.79355868E+11  2.04379182E+08  5.96963611E-13  2.35782238E+03
0619  7.82413762E+11  2.04416634E+08  5.92198006E-13  2.33230101E+03
0620  7.85483653E+11  2.04453932E+08  5.87470910E-13  2.30708279E+03
0621  7.88565589E+11  2.04491075E+08  5.82782005E-13  2.28216411E+03
0622  7.91659618E+11  2.04528066E+08  5.78130976E-13  2.25754138E+03
0623  7.94765787E+11  2.04564904E+08  5.73517512E-13  2.23321107E+03
0624  7.97884143E+11  2.04601590E+08  5.68941304E-13  2.20916969E+03
0625  8.01014734E+11  2.04638124E+08  5.64402046E-13  2.18541379E+03
0626  8.04157608E+11  2.04674509E+08  5.59899433E-13  2.16193995E+03
0627  8.07312814E+11  2.04710743E+08  5.55433166E-13  2.13874481E+03
0628  8.10480400E+11  2.04746828E+08  5.51002944E-13  2.11582503E+03
0629  8.13660414E+11  2.04782765E+08  5.46608472E-13  2.09317734E+03
0630  8.16852905E+11  2.04818554E+08  5.42249455E-13  2.07079848E+03
0631  8.20057922E+11  2.04854195E+08  5.37925604E-13  2.04868525E+03
0632  8.23275515E+11  2.04889690E+08  5.33636629E-13  2.02683446E+03
0633  8.26505732E+11  2.04925038E+08  5.29382244E-13  2.00524300E+03
0634  8.29748624E+11  2.04960241E+08  5.25162165E-13  1.98390777E+03
0635  8.33004239E+11  2.04995300E+08  5.20976111E-13  1.96282570E+03
0636  8.36272628E+11  2.05030214E+08  5.16823802E-13  1.94199378E+03
0637  8.39553841E+11  2.05064985E+08  5.12704961E-13  1.92140902E+03
0638  8.42847928E+11  2.05099613E+08  5.08619315E-13  1.90106847E+03
0639  8.46154939E+11  2.05134098E+08  5.04566591E-13  1.88096923E+03
0640  8.49474927E+11  2.05168442E+08  5.00546519E-13  1.86110840E+03
0641  8.52807940E+11  2.05202645E+08  4.96558832E-13  1.84148316E+03
0642  8.56154031E+11  2.05236707E+08  4.92603264E-13  1.82209068E+03
0643  8.59513251E+11  2.05270630E+08  4.88679552E-13  1.80292820E+03
0644  8.62885652E+11  2.05304413E+08  4.84787436E-13  1.78399297E+03
0645  8.66271284E+11  2.05338057E+08  4.80926657E-13  1.76528228E+03
0646  8.69670200E+11  2.05371564E+08  4.77096958E-13  1.74679346E+03
0647  8.73082452E+11  2.05404933E+08  4.73298085E-13  1.72852385E+03
0648  8.76508092E+11  2.05438165E+08  4.69529785E-13  1.71047085E+03
0649  8.79947174E+11  2.05471261E+08  4.65791809E-13  1.69263188E+03
0650  8.83399749E+11  2.05504221E+08  4.62083909E-13  1.67500438E+03
0651  8.86865870E+11  2.05537046E+08  4.58405838E-13  1.65758584E+03
0652  8.90345592E+11  2.05569737E+08  4.54757352E-13  1.64037376E+03
0653  8.93838966E+11  2.05602294E+08  4.51138211E-13  1.62336569E+03
0654  8.97346047E+11  2.05634717E+08  4.47548174E-13  1.60655919E+03
0655  9.00866889E+11  2.05667007E+08  4.43987003E-13  1.58995186E+03
0656  9.04401545E+11  2.05699165E+08  4.40454463E-13  1.57354134E+03
0657  9.07950069E+11  2.05731192E+08  4.36950319E-13  1.55732527E+03
0658  9.11512517E+11  2.05763087E+08  4.33474340E-13  1.54130134E+03
0659  9.15088942E+11  2.05794852E+08  4.30026296E-13  1.52546727E+03
0660  9.18679400E+11  2.05826487E+08  4.26605958E-13  1.50982078E+03
0661  9.22283946E+11  2.05857993E+08  4.23213102E-13  1.49435966E+03
0662  9.25902634E+11  2.05889369E+08  4.19847502E-13  1.47908169E+03
0663  9.29535521E+11  2.05920617E+08  4.16508936E-13  1.46398469E+03
0664  9.33182661E+11  2.05951738E+08  4.13197183E-13  1.44906650E+03
0665  9.36844112E+11  2.05982731E+08  4.09912026E-13  1.43432501E+03
0666  9.40519929E+11  2.06013598E+08  4.06653247E-13  1.41975810E+03
0667  9.44210168E+11  2.06044338E+08  4.03420631E-13  1.40536370E+03
0668  9.47914886E+11  2.06074953E+08  4.00213965E-13  1.39113975E+03
0669  9.51634141E+11  2.06105443E+08  3.97033038E-13  1.37708424E+03
0670  9.55367988E+11  2.06135808E+08  3.93877639E-13  1.36319514E+03
0671  9.59116485E+11  2.06166049E+08  3.90747561E-13  1.34947049E+03
0672  9.62879690E+11  2.06196167E+08  3.87642598E-13  1.33590833E+03
0673  9.66657661E+11  2.06226161E+08  3.84562545E-13  1.32250672E+03
0674  9.70450454E+11  2.06256034E+08  3.81507200E-13  1.30926375E+03
0675  9.74258129E+11  2.06285784E+08  3.78476360E-13  1.29617755E+03
0676  9.78080744E+11  2.06315413E+08  3.75469828E-13  1.28324623E+03
0677  9.81918358E+11  2.06344921E+08  3.72487405E-13  1.27046797E+03
0678  9.85771029E+11  2.06374309E+08  3.69528894E-13  1.25784094E+03
0679  9.89638816E+11  2.06403577E+08  3.66594103E-13  1.24536334E+03
0680  9.93521779E+11  2.06432725E+08  3.63682836E-13  1.23303341E+03
0681  9.97419977E+11  2.06461755E+08  3.60794905E-13  1.22084937E+03
0682  1.00133347E+12  2.06490667E+08  3.57930117E-13  1.20880950E+03
0683  1.00526232E+12  2.06519460E+08  3.55088287E-13  1.19691208E+03
0684  1.00920658E+12  2.06548136E+08  3.52269226E-13  1.18515543E+03
0685  1.01316632E+12  2.06576696E+08  3.49472751E-13  1.17353786E+03
0686  1.01714160E+12  2.06605139E+08  3.46698677E-13  1.16205773E+03
0687  1.02113247E+12  2.06633466E+08  3.43946822E-13  1.15071340E+03
0688  1.02513900E+12  2.06661678E+08  3.41217007E-13  1.13950326E+03
0689  1.02916125E+12  2.06689775E+08  3.38509052E-13  1.12842571E+03
0690  1.03319929E+12  2.06717758E+08  3.35822780E-13  1.11747918E+03
0691  1.03725317E+12  2.06745627E+08  3.33158014E-13  1.10666212E+03
0692  1.04132295E+12  2.06773382E+08  3.30514581E-13  1.09597298E+03
0693  1.04540870E+12  2.06801025E+08  3.27892307E-13  1.08541024E+03
0694  1.04951048E+12  2.06828555E+08  3.25291021E-13  1.07497241E+03
0695  1.05362836E+12  2.06855973E+08  3.22710552E-13  1.06465800E+03
0696  1.05776239E+12  2.06883280E+08  3.20150731E-13  1.05446554E+03
0697  1.06191265E+12  2.06910475E+08  3.17611392E-13  1.04439360E+03
0698  1.06607918E+12  2.06937560E+08  3.15092367E-13  1.03444072E+03
0699  1.07026207E+12  2.06964535E+08  3.12593493E-13  1.02460551E+03
0700  1.07446137E+12  2.06991400E+08  3.10114606E-13  1.01488657E+03
0701  1.07867714E+12  2.07018157E+08  3.07655545E-13  1.00528251E+03
0702  1.08290946E+12  2.07044804E+08  3.05216147E-13  9.95791971E+02
0703  1.08715838E+12  2.07071343E+08  3.02796255E-13  9.86413608E+02
0704  1.09142397E+12  2.07097775E+08  3.00395711E-13  9.77146088E+02
0705  1.09570630E+12  2.07124099E+08  2.98014357E-13  9.67988095E+02
0706  1.10000543E+12  2.07150316E+08  2.95652038E-13  9.58938330E+02
0707  1.10432143E+12  2.07176427E+08  2.93308600E-13  9.49995509E+02
0708  1.10865436E+12  2.07202432E+08  2.90983891E-13  9.41158362E+02
0709  1.11300430E+12  2.07228331E+08  2.88677758E-13  9.32425635E+02
0710  1.11737130E+12  2.07254125E+08  2.86390052E-13  9.23796091E+02
0711  1.12175544E+12  2.07279815E+08  2.84120623E-13  9.15268505E+02
0712  1.12615677E+12  2.07305400E+08  2.81869324E-13  9.06841667E+02
0713  1.13057538E+12  2.07330881E+08  2.79636008E-13  8.98514382E+02
0714  1.13501132E+12  2.07356260E+08  2.77420529E-13  8.90285471E+02
