n, dr =  1000  ????
ind   r               v               rho             Er
0356  2.79357344E+11  8.57881113E+07  1.01258577E-11  5.75887233E+04
0357  2.80453435E+11  8.58397730E+07  1.00408164E-11  5.68932650E+04
0358  2.81553827E+11  8.58911945E+07  9.95652070E-12  5.62063602E+04
0359  2.82658536E+11  8.59423770E+07  9.87296371E-12  5.55279016E+04
0360  2.83767579E+11  8.59933218E+07  9.79013849E-12  5.48577831E+04
0361  2.84880975E+11  8.60440303E+07  9.70803816E-12  5.41959001E+04
0362  2.85998738E+11  8.60945036E+07  9.62665596E-12  5.35421493E+04
0363  2.87120887E+11  8.61447432E+07  9.54598518E-12  5.28964286E+04
0364  2.88247440E+11  8.61947502E+07  9.46601917E-12  5.22586376E+04
0365  2.89378412E+11  8.62445259E+07  9.38675137E-12  5.16286767E+04
0366  2.90513822E+11  8.62940716E+07  9.30817526E-12  5.10064480E+04
0367  2.91653687E+11  8.63433884E+07  9.23028442E-12  5.03918547E+04
0368  2.92798024E+11  8.63924777E+07  9.15307246E-12  4.97848011E+04
0369  2.93946851E+11  8.64413405E+07  9.07653308E-12  4.91851930E+04
0370  2.95100185E+11  8.64899783E+07  9.00066005E-12  4.85929372E+04
0371  2.96258045E+11  8.65383921E+07  8.92544718E-12  4.80079418E+04
0372  2.97420448E+11  8.65865831E+07  8.85088835E-12  4.74301162E+04
0373  2.98587412E+11  8.66345526E+07  8.77697752E-12  4.68593706E+04
0374  2.99758954E+11  8.66823017E+07  8.70370869E-12  4.62956167E+04
0375  3.00935093E+11  8.67298315E+07  8.63107593E-12  4.57387673E+04
0376  3.02115847E+11  8.67771434E+07  8.55907338E-12  4.51887361E+04
0377  3.03301234E+11  8.68242383E+07  8.48769521E-12  4.46454381E+04
0378  3.04491272E+11  8.68711175E+07  8.41693567E-12  4.41087893E+04
0379  3.05685978E+11  8.69177821E+07  8.34678908E-12  4.35787068E+04
0380  3.06885373E+11  8.69642332E+07  8.27724979E-12  4.30551087E+04
0381  3.08089473E+11  8.70104720E+07  8.20831222E-12  4.25379144E+04
0382  3.09298298E+11  8.70564996E+07  8.13997085E-12  4.20270440E+04
0383  3.10511866E+11  8.71023171E+07  8.07222022E-12  4.15224188E+04
0384  3.11730195E+11  8.71479256E+07  8.00505489E-12  4.10239610E+04
0385  3.12953305E+11  8.71933261E+07  7.93846953E-12  4.05315940E+04
0386  3.14181214E+11  8.72385199E+07  7.87245881E-12  4.00452420E+04
0387  3.15413940E+11  8.72835079E+07  7.80701748E-12  3.95648301E+04
0388  3.16651504E+11  8.73282913E+07  7.74214035E-12  3.90902846E+04
0389  3.17893923E+11  8.73728710E+07  7.67782227E-12  3.86215325E+04
0390  3.19141216E+11  8.74172483E+07  7.61405813E-12  3.81585018E+04
0391  3.20393404E+11  8.74614241E+07  7.55084289E-12  3.77011216E+04
0392  3.21650505E+11  8.75053995E+07  7.48817156E-12  3.72493217E+04
0393  3.22912538E+11  8.75491754E+07  7.42603917E-12  3.68030327E+04
0394  3.24179523E+11  8.75927531E+07  7.36444084E-12  3.63621864E+04
0395  3.25451479E+11  8.76361334E+07  7.30337172E-12  3.59267153E+04
0396  3.26728426E+11  8.76793175E+07  7.24282699E-12  3.54965526E+04
0397  3.28010383E+11  8.77223062E+07  7.18280191E-12  3.50716326E+04
0398  3.29297369E+11  8.77651007E+07  7.12329177E-12  3.46518903E+04
0399  3.30589406E+11  8.78077020E+07  7.06429191E-12  3.42372616E+04
0400  3.31886512E+11  8.78501109E+07  7.00579770E-12  3.38276831E+04
0401  3.33188707E+11  8.78923286E+07  6.94780458E-12  3.34230923E+04
0402  3.34496012E+11  8.79343560E+07  6.89030802E-12  3.30234276E+04
0403  3.35808446E+11  8.79761941E+07  6.83330353E-12  3.26286278E+04
0404  3.37126029E+11  8.80178438E+07  6.77678669E-12  3.22386329E+04
0405  3.38448782E+11  8.80593061E+07  6.72075309E-12  3.18533834E+04
0406  3.39776726E+11  8.81005821E+07  6.66519839E-12  3.14728206E+04
0407  3.41109879E+11  8.81416725E+07  6.61011827E-12  3.10968867E+04
0408  3.42448263E+11  8.81825784E+07  6.55550846E-12  3.07255244E+04
0409  3.43791899E+11  8.82233008E+07  6.50136475E-12  3.03586773E+04
0410  3.45140806E+11  8.82638405E+07  6.44768293E-12  2.99962896E+04
0411  3.46495006E+11  8.83041984E+07  6.39445888E-12  2.96383063E+04
0412  3.47854520E+11  8.83443756E+07  6.34168848E-12  2.92846729E+04
0413  3.49219368E+11  8.83843729E+07  6.28936767E-12  2.89353359E+04
0414  3.50589570E+11  8.84241913E+07  6.23749242E-12  2.85902422E+04
0415  3.51965149E+11  8.84638316E+07  6.18605875E-12  2.82493394E+04
0416  3.53346125E+11  8.85032947E+07  6.13506271E-12  2.79125760E+04
0417  3.54732520E+11  8.85425816E+07  6.08450039E-12  2.75799009E+04
0418  3.56124354E+11  8.85816931E+07  6.03436791E-12  2.72512638E+04
0419  3.57521650E+11  8.86206302E+07  5.98466144E-12  2.69266148E+04
0420  3.58924427E+11  8.86593936E+07  5.93537719E-12  2.66059049E+04
0421  3.60332709E+11  8.86979843E+07  5.88651138E-12  2.62890855E+04
0422  3.61746516E+11  8.87364031E+07  5.83806030E-12  2.59761088E+04
0423  3.63165871E+11  8.87746509E+07  5.79002025E-12  2.56669275E+04
0424  3.64590794E+11  8.88127286E+07  5.74238757E-12  2.53614949E+04
0425  3.66021309E+11  8.88506370E+07  5.69515865E-12  2.50597649E+04
0426  3.67457436E+11  8.88883769E+07  5.64832991E-12  2.47616919E+04
0427  3.68899198E+11  8.89259493E+07  5.60189778E-12  2.44672311E+04
0428  3.70346617E+11  8.89633549E+07  5.55585876E-12  2.41763379E+04
0429  3.71799715E+11  8.90005946E+07  5.51020935E-12  2.38889686E+04
0430  3.73258514E+11  8.90376691E+07  5.46494611E-12  2.36050799E+04
0431  3.74723037E+11  8.90745794E+07  5.42006562E-12  2.33246290E+04
0432  3.76193307E+11  8.91113262E+07  5.37556449E-12  2.30475737E+04
0433  3.77669345E+11  8.91479104E+07  5.33143936E-12  2.27738724E+04
0434  3.79151174E+11  8.91843327E+07  5.28768693E-12  2.25034838E+04
0435  3.80638818E+11  8.92205940E+07  5.24430388E-12  2.22363673E+04
0436  3.82132299E+11  8.92566950E+07  5.20128697E-12  2.19724829E+04
0437  3.83631639E+11  8.92926366E+07  5.15863297E-12  2.17117908E+04
0438  3.85136863E+11  8.93284196E+07  5.11633868E-12  2.14542519E+04
0439  3.86647992E+11  8.93640446E+07  5.07440092E-12  2.11998276E+04
0440  3.88165050E+11  8.93995126E+07  5.03281656E-12  2.09484797E+04
0441  3.89688061E+11  8.94348242E+07  4.99158250E-12  2.07001705E+04
0442  3.91217047E+11  8.94699803E+07  4.95069565E-12  2.04548628E+04
0443  3.92752033E+11  8.95049816E+07  4.91015295E-12  2.02125198E+04
0444  3.94293041E+11  8.95398289E+07  4.86995140E-12  1.99731052E+04
0445  3.95840096E+11  8.95745229E+07  4.83008799E-12  1.97365832E+04
0446  3.97393220E+11  8.96090644E+07  4.79055975E-12  1.95029184E+04
0447  3.98952439E+11  8.96434541E+07  4.75136376E-12  1.92720758E+04
0448  4.00517775E+11  8.96776928E+07  4.71249710E-12  1.90440209E+04
0449  4.02089253E+11  8.97117812E+07  4.67395687E-12  1.88187196E+04
0450  4.03666897E+11  8.97457200E+07  4.63574024E-12  1.85961382E+04
0451  4.05250731E+11  8.97795101E+07  4.59784437E-12  1.83762436E+04
0452  4.06840780E+11  8.98131520E+07  4.56026644E-12  1.81590027E+04
0453  4.08437067E+11  8.98466466E+07  4.52300370E-12  1.79443834E+04
0454  4.10039617E+11  8.98799945E+07  4.48605338E-12  1.77323534E+04
0455  4.11648455E+11  8.99131964E+07  4.44941275E-12  1.75228811E+04
0456  4.13263606E+11  8.99462531E+07  4.41307912E-12  1.73159355E+04
0457  4.14885093E+11  8.99791653E+07  4.37704981E-12  1.71114855E+04
0458  4.16512943E+11  9.00119337E+07  4.34132217E-12  1.69095007E+04
0459  4.18147180E+11  9.00445590E+07  4.30589358E-12  1.67099511E+04
0460  4.19787829E+11  9.00770418E+07  4.27076142E-12  1.65128070E+04
0461  4.21434916E+11  9.01093828E+07  4.23592312E-12  1.63180389E+04
0462  4.23088465E+11  9.01415828E+07  4.20137612E-12  1.61256179E+04
0463  4.24748501E+11  9.01736425E+07  4.16711791E-12  1.59355155E+04
0464  4.26415051E+11  9.02055624E+07  4.13314595E-12  1.57477032E+04
0465  4.28088140E+11  9.02373433E+07  4.09945778E-12  1.55621533E+04
0466  4.29767794E+11  9.02689858E+07  4.06605093E-12  1.53788381E+04
0467  4.31454038E+11  9.03004906E+07  4.03292296E-12  1.51977305E+04
0468  4.33146898E+11  9.03318584E+07  4.00007146E-12  1.50188035E+04
0469  4.34846400E+11  9.03630899E+07  3.96749402E-12  1.48420305E+04
0470  4.36552571E+11  9.03941856E+07  3.93518828E-12  1.46673855E+04
0471  4.38265435E+11  9.04251462E+07  3.90315188E-12  1.44948423E+04
0472  4.39985021E+11  9.04559725E+07  3.87138250E-12  1.43243755E+04
0473  4.41711353E+11  9.04866649E+07  3.83987782E-12  1.41559598E+04
0474  4.43444459E+11  9.05172243E+07  3.80863557E-12  1.39895703E+04
0475  4.45184365E+11  9.05476511E+07  3.77765347E-12  1.38251822E+04
0476  4.46931098E+11  9.05779460E+07  3.74692927E-12  1.36627713E+04
0477  4.48684684E+11  9.06081098E+07  3.71646076E-12  1.35023134E+04
0478  4.50445150E+11  9.06381429E+07  3.68624573E-12  1.33437850E+04
0479  4.52212524E+11  9.06680460E+07  3.65628199E-12  1.31871624E+04
0480  4.53986832E+11  9.06978198E+07  3.62656738E-12  1.30324226E+04
0481  4.55768103E+11  9.07274648E+07  3.59709975E-12  1.28795427E+04
0482  4.57556362E+11  9.07569816E+07  3.56787698E-12  1.27285001E+04
0483  4.59351637E+11  9.07863709E+07  3.53889697E-12  1.25792724E+04
0484  4.61153957E+11  9.08156333E+07  3.51015761E-12  1.24318376E+04
0485  4.62963348E+11  9.08447694E+07  3.48165685E-12  1.22861740E+04
0486  4.64779839E+11  9.08737798E+07  3.45339263E-12  1.21422600E+04
0487  4.66603456E+11  9.09026650E+07  3.42536293E-12  1.20000745E+04
0488  4.68434229E+11  9.09314256E+07  3.39756573E-12  1.18595964E+04
0489  4.70272185E+11  9.09600624E+07  3.36999904E-12  1.17208050E+04
0490  4.72117353E+11  9.09885757E+07  3.34266088E-12  1.15836799E+04
0491  4.73969760E+11  9.10169663E+07  3.31554928E-12  1.14482008E+04
0492  4.75829436E+11  9.10452347E+07  3.28866232E-12  1.13143478E+04
0493  4.77696408E+11  9.10733814E+07  3.26199807E-12  1.11821012E+04
0494  4.79570705E+11  9.11014071E+07  3.23555461E-12  1.10514415E+04
0495  4.81452357E+11  9.11293123E+07  3.20933007E-12  1.09223495E+04
0496  4.83341391E+11  9.11570975E+07  3.18332257E-12  1.07948061E+04
0497  4.85237837E+11  9.11847635E+07  3.15753025E-12  1.06687927E+04
0498  4.87141724E+11  9.12123106E+07  3.13195127E-12  1.05442906E+04
0499  4.89053081E+11  9.12397395E+07  3.10658382E-12  1.04212816E+04
0500  4.90971938E+11  9.12670506E+07  3.08142609E-12  1.02997476E+04
0501  4.92898323E+11  9.12942447E+07  3.05647628E-12  1.01796707E+04
0502  4.94832267E+11  9.13213222E+07  3.03173263E-12  1.00610333E+04
0503  4.96773799E+11  9.13482836E+07  3.00719337E-12  9.94381800E+03
0504  4.98722949E+11  9.13751295E+07  2.98285677E-12  9.82800753E+03
0505  5.00679746E+11  9.14018605E+07  2.95872110E-12  9.71358492E+03
0506  5.02644222E+11  9.14284771E+07  2.93478464E-12  9.60053338E+03
0507  5.04616405E+11  9.14549797E+07  2.91104571E-12  9.48883632E+03
0508  5.06596326E+11  9.14813690E+07  2.88750261E-12  9.37847736E+03
0509  5.08584015E+11  9.15076455E+07  2.86415369E-12  9.26944033E+03
0510  5.10579504E+11  9.15338097E+07  2.84099729E-12  9.16170924E+03
0511  5.12582822E+11  9.15598621E+07  2.81803178E-12  9.05526830E+03
0512  5.14594000E+11  9.15858032E+07  2.79525554E-12  8.95010192E+03
0513  5.16613070E+11  9.16116335E+07  2.77266696E-12  8.84619470E+03
0514  5.18640061E+11  9.16373537E+07  2.75026444E-12  8.74353142E+03
0515  5.20675006E+11  9.16629641E+07  2.72804641E-12  8.64209706E+03
0516  5.22717934E+11  9.16884653E+07  2.70601130E-12  8.54187677E+03
0517  5.24768879E+11  9.17138578E+07  2.68415757E-12  8.44285589E+03
0518  5.26827871E+11  9.17391421E+07  2.66248367E-12  8.34501994E+03
0519  5.28894941E+11  9.17643186E+07  2.64098808E-12  8.24835461E+03
0520  5.30970122E+11  9.17893880E+07  2.61966930E-12  8.15284577E+03
0521  5.33053445E+11  9.18143507E+07  2.59852582E-12  8.05847946E+03
0522  5.35144942E+11  9.18392071E+07  2.57755616E-12  7.96524189E+03
0523  5.37244645E+11  9.18639578E+07  2.55675885E-12  7.87311945E+03
0524  5.39352587E+11  9.18886033E+07  2.53613244E-12  7.78209868E+03
0525  5.41468800E+11  9.19131440E+07  2.51567548E-12  7.69216630E+03
0526  5.43593316E+11  9.19375804E+07  2.49538653E-12  7.60330917E+03
0527  5.45726167E+11  9.19619130E+07  2.47526419E-12  7.51551432E+03
0528  5.47867387E+11  9.19861423E+07  2.45530703E-12  7.42876896E+03
0529  5.50017009E+11  9.20102688E+07  2.43551368E-12  7.34306043E+03
0530  5.52175064E+11  9.20342928E+07  2.41588274E-12  7.25837623E+03
0531  5.54341587E+11  9.20582150E+07  2.39641285E-12  7.17470401E+03
0532  5.56516611E+11  9.20820357E+07  2.37710265E-12  7.09203159E+03
0533  5.58700169E+11  9.21057555E+07  2.35795079E-12  7.01034691E+03
0534  5.60892294E+11  9.21293748E+07  2.33895595E-12  6.92963808E+03
0535  5.63093020E+11  9.21528940E+07  2.32011678E-12  6.84989334E+03
0536  5.65302381E+11  9.21763136E+07  2.30143200E-12  6.77110108E+03
0537  5.67520410E+11  9.21996340E+07  2.28290030E-12  6.69324983E+03
0538  5.69747143E+11  9.22228558E+07  2.26452038E-12  6.61632827E+03
0539  5.71982612E+11  9.22459793E+07  2.24629098E-12  6.54032519E+03
0540  5.74226852E+11  9.22690051E+07  2.22821082E-12  6.46522955E+03
0541  5.76479898E+11  9.22919335E+07  2.21027867E-12  6.39103041E+03
0542  5.78741784E+11  9.23147650E+07  2.19249326E-12  6.31771701E+03
0543  5.81012544E+11  9.23375001E+07  2.17485337E-12  6.24527867E+03
0544  5.83292215E+11  9.23601391E+07  2.15735777E-12  6.17370487E+03
0545  5.85580830E+11  9.23826826E+07  2.14000527E-12  6.10298520E+03
0546  5.87878424E+11  9.24051309E+07  2.12279464E-12  6.03310941E+03
0547  5.90185033E+11  9.24274844E+07  2.10572472E-12  5.96406734E+03
0548  5.92500693E+11  9.24497437E+07  2.08879431E-12  5.89584896E+03
0549  5.94825438E+11  9.24719092E+07  2.07200224E-12  5.82844437E+03
0550  5.97159305E+11  9.24939812E+07  2.05534737E-12  5.76184379E+03
0551  5.99502329E+11  9.25159601E+07  2.03882853E-12  5.69603756E+03
0552  6.01854546E+11  9.25378465E+07  2.02244459E-12  5.63101612E+03
0553  6.04215992E+11  9.25596408E+07  2.00619443E-12  5.56677006E+03
0554  6.06586704E+11  9.25813432E+07  1.99007691E-12  5.50329005E+03
0555  6.08966717E+11  9.26029544E+07  1.97409094E-12  5.44056688E+03
0556  6.11356069E+11  9.26244746E+07  1.95823541E-12  5.37859148E+03
0557  6.13754796E+11  9.26459042E+07  1.94250923E-12  5.31735486E+03
0558  6.16162934E+11  9.26672438E+07  1.92691132E-12  5.25684814E+03
0559  6.18580521E+11  9.26884937E+07  1.91144061E-12  5.19706256E+03
0560  6.21007594E+11  9.27096543E+07  1.89609603E-12  5.13798947E+03
0561  6.23444189E+11  9.27307259E+07  1.88087654E-12  5.07962031E+03
0562  6.25890345E+11  9.27517091E+07  1.86578109E-12  5.02194663E+03
0563  6.28346098E+11  9.27726042E+07  1.85080864E-12  4.96496009E+03
0564  6.30811487E+11  9.27934115E+07  1.83595818E-12  4.90865244E+03
0565  6.33286550E+11  9.28141316E+07  1.82122867E-12  4.85301553E+03
0566  6.35771323E+11  9.28347647E+07  1.80661912E-12  4.79804133E+03
0567  6.38265846E+11  9.28553114E+07  1.79212852E-12  4.74372186E+03
0568  6.40770156E+11  9.28757718E+07  1.77775588E-12  4.69004930E+03
0569  6.43284292E+11  9.28961466E+07  1.76350022E-12  4.63701587E+03
0570  6.45808293E+11  9.29164359E+07  1.74936057E-12  4.58461391E+03
0571  6.48342197E+11  9.29366403E+07  1.73533596E-12  4.53283586E+03
0572  6.50886043E+11  9.29567600E+07  1.72142544E-12  4.48167423E+03
0573  6.53439870E+11  9.29767956E+07  1.70762805E-12  4.43112163E+03
0574  6.56003717E+11  9.29967472E+07  1.69394285E-12  4.38117076E+03
0575  6.58577624E+11  9.30166154E+07  1.68036891E-12  4.33181441E+03
0576  6.61161630E+11  9.30364005E+07  1.66690531E-12  4.28304546E+03
0577  6.63755774E+11  9.30561029E+07  1.65355112E-12  4.23485687E+03
0578  6.66360097E+11  9.30757229E+07  1.64030545E-12  4.18724169E+03
0579  6.68974638E+11  9.30952609E+07  1.62716739E-12  4.14019305E+03
0580  6.71599438E+11  9.31147173E+07  1.61413604E-12  4.09370415E+03
0581  6.74234537E+11  9.31340923E+07  1.60121052E-12  4.04776831E+03
0582  6.76879974E+11  9.31533865E+07  1.58838996E-12  4.00237889E+03
0583  6.79535792E+11  9.31726002E+07  1.57567347E-12  3.95752935E+03
0584  6.82202029E+11  9.31917336E+07  1.56306021E-12  3.91321323E+03
0585  6.84878728E+11  9.32107872E+07  1.55054931E-12  3.86942414E+03
0586  6.87565929E+11  9.32297614E+07  1.53813992E-12  3.82615578E+03
0587  6.90263674E+11  9.32486564E+07  1.52583120E-12  3.78340192E+03
0588  6.92972004E+11  9.32674726E+07  1.51362232E-12  3.74115638E+03
0589  6.95690960E+11  9.32862105E+07  1.50151246E-12  3.69941310E+03
0590  6.98420585E+11  9.33048702E+07  1.48950079E-12  3.65816607E+03
0591  7.01160919E+11  9.33234522E+07  1.47758649E-12  3.61740934E+03
0592  7.03912005E+11  9.33419568E+07  1.46576878E-12  3.57713705E+03
0593  7.06673886E+11  9.33603844E+07  1.45404683E-12  3.53734341E+03
0594  7.09446603E+11  9.33787352E+07  1.44241987E-12  3.49802269E+03
0595  7.12230199E+11  9.33970097E+07  1.43088711E-12  3.45916924E+03
0596  7.15024717E+11  9.34152082E+07  1.41944777E-12  3.42077747E+03
0597  7.17830200E+11  9.34333310E+07  1.40810107E-12  3.38284186E+03
0598  7.20646690E+11  9.34513784E+07  1.39684625E-12  3.34535696E+03
0599  7.23474231E+11  9.34693508E+07  1.38568256E-12  3.30831737E+03
0600  7.26312867E+11  9.34872485E+07  1.37460924E-12  3.27171779E+03
0601  7.29162639E+11  9.35050718E+07  1.36362554E-12  3.23555294E+03
0602  7.32023594E+11  9.35228211E+07  1.35273073E-12  3.19981764E+03
0603  7.34895774E+11  9.35404967E+07  1.34192406E-12  3.16450675E+03
0604  7.37779223E+11  9.35580989E+07  1.33120482E-12  3.12961520E+03
0605  7.40673985E+11  9.35756280E+07  1.32057229E-12  3.09513798E+03
0606  7.43580106E+11  9.35930844E+07  1.31002574E-12  3.06107014E+03
0607  7.46497629E+11  9.36104684E+07  1.29956447E-12  3.02740679E+03
0608  7.49426599E+11  9.36277802E+07  1.28918778E-12  2.99414311E+03
0609  7.52367061E+11  9.36450203E+07  1.27889496E-12  2.96127431E+03
0610  7.55319061E+11  9.36621889E+07  1.26868534E-12  2.92879569E+03
0611  7.58282643E+11  9.36792863E+07  1.25855821E-12  2.89670258E+03
0612  7.61257853E+11  9.36963129E+07  1.24851291E-12  2.86499039E+03
0613  7.64244737E+11  9.37132690E+07  1.23854877E-12  2.83365456E+03
0614  7.67243340E+11  9.37301548E+07  1.22866510E-12  2.80269061E+03
0615  7.70253708E+11  9.37469707E+07  1.21886126E-12  2.77209409E+03
0616  7.73275888E+11  9.37637170E+07  1.20913658E-12  2.74186062E+03
0617  7.76309926E+11  9.37803939E+07  1.19949041E-12  2.71198588E+03
0618  7.79355868E+11  9.37970019E+07  1.18992211E-12  2.68246556E+03
0619  7.82413762E+11  9.38135412E+07  1.18043104E-12  2.65329546E+03
0620  7.85483653E+11  9.38300120E+07  1.17101656E-12  2.62447140E+03
0621  7.88565589E+11  9.38464148E+07  1.16167805E-12  2.59598923E+03
0622  7.91659618E+11  9.38627497E+07  1.15241487E-12  2.56784490E+03
0623  7.94765787E+11  9.38790171E+07  1.14322642E-12  2.54003436E+03
0624  7.97884143E+11  9.38952173E+07  1.13411207E-12  2.51255364E+03
0625  8.01014734E+11  9.39113506E+07  1.12507122E-12  2.48539880E+03
0626  8.04157608E+11  9.39274172E+07  1.11610327E-12  2.45856596E+03
0627  8.07312814E+11  9.39434175E+07  1.10720762E-12  2.43205129E+03
0628  8.10480400E+11  9.39593518E+07  1.09838367E-12  2.40585098E+03
0629  8.13660414E+11  9.39752202E+07  1.08963084E-12  2.37996129E+03
0630  8.16852905E+11  9.39910232E+07  1.08094854E-12  2.35437852E+03
0631  8.20057922E+11  9.40067610E+07  1.07233620E-12  2.32909901E+03
0632  8.23275515E+11  9.40224339E+07  1.06379323E-12  2.30411915E+03
0633  8.26505732E+11  9.40380421E+07  1.05531909E-12  2.27943537E+03
0634  8.29748624E+11  9.40535860E+07  1.04691319E-12  2.25504413E+03
0635  8.33004239E+11  9.40690658E+07  1.03857499E-12  2.23094196E+03
0636  8.36272628E+11  9.40844819E+07  1.03030392E-12  2.20712541E+03
0637  8.39553841E+11  9.40998344E+07  1.02209943E-12  2.18359108E+03
0638  8.42847928E+11  9.41151236E+07  1.01396099E-12  2.16033560E+03
0639  8.46154939E+11  9.41303499E+07  1.00588805E-12  2.13735566E+03
0640  8.49474927E+11  9.41455135E+07  9.97880082E-13  2.11464798E+03
0641  8.52807940E+11  9.41606147E+07  9.89936543E-13  2.09220931E+03
0642  8.56154031E+11  9.41756537E+07  9.82056911E-13  2.07003644E+03
0643  8.59513251E+11  9.41906308E+07  9.74240664E-13  2.04812623E+03
0644  8.62885652E+11  9.42055464E+07  9.66487284E-13  2.02647553E+03
0645  8.66271284E+11  9.42204005E+07  9.58796256E-13  2.00508127E+03
0646  8.69670200E+11  9.42351936E+07  9.51167072E-13  1.98394038E+03
0647  8.73082452E+11  9.42499259E+07  9.43599226E-13  1.96304985E+03
0648  8.76508092E+11  9.42645976E+07  9.36092216E-13  1.94240670E+03
0649  8.79947174E+11  9.42792090E+07  9.28645547E-13  1.92200800E+03
0650  8.83399749E+11  9.42937603E+07  9.21258725E-13  1.90185082E+03
0651  8.86865870E+11  9.43082519E+07  9.13931261E-13  1.88193231E+03
0652  8.90345592E+11  9.43226840E+07  9.06662673E-13  1.86224960E+03
0653  8.93838966E+11  9.43370568E+07  8.99452478E-13  1.84279992E+03
0654  8.97346047E+11  9.43513705E+07  8.92300201E-13  1.82358047E+03
0655  9.00866889E+11  9.43656256E+07  8.85205368E-13  1.80458852E+03
0656  9.04401545E+11  9.43798221E+07  8.78167513E-13  1.78582137E+03
0657  9.07950069E+11  9.43939604E+07  8.71186169E-13  1.76727635E+03
0658  9.11512517E+11  9.44080406E+07  8.64260877E-13  1.74895081E+03
0659  9.15088942E+11  9.44220632E+07  8.57391179E-13  1.73084213E+03
0660  9.18679400E+11  9.44360282E+07  8.50576623E-13  1.71294776E+03
0661  9.22283946E+11  9.44499359E+07  8.43816759E-13  1.69526513E+03
0662  9.25902634E+11  9.44637867E+07  8.37111141E-13  1.67779172E+03
0663  9.29535521E+11  9.44775807E+07  8.30459329E-13  1.66052506E+03
0664  9.33182661E+11  9.44913181E+07  8.23860883E-13  1.64346269E+03
0665  9.36844112E+11  9.45049993E+07  8.17315369E-13  1.62660217E+03
0666  9.40519929E+11  9.45186244E+07  8.10822356E-13  1.60994111E+03
0667  9.44210168E+11  9.45321938E+07  8.04381418E-13  1.59347714E+03
0668  9.47914886E+11  9.45457076E+07  7.97992130E-13  1.57720791E+03
0669  9.51634141E+11  9.45591660E+07  7.91654072E-13  1.56113112E+03
0670  9.55367988E+11  9.45725694E+07  7.85366828E-13  1.54524447E+03
0671  9.59116485E+11  9.45859179E+07  7.79129983E-13  1.52954571E+03
0672  9.62879690E+11  9.45992119E+07  7.72943129E-13  1.51403260E+03
0673  9.66657661E+11  9.46124514E+07  7.66805859E-13  1.49870295E+03
0674  9.70450454E+11  9.46256368E+07  7.60717770E-13  1.48355456E+03
0675  9.74258129E+11  9.46387683E+07  7.54678463E-13  1.46858530E+03
0676  9.78080744E+11  9.46518460E+07  7.48687540E-13  1.45379302E+03
0677  9.81918358E+11  9.46648704E+07  7.42744609E-13  1.43917564E+03
0678  9.85771029E+11  9.46778415E+07  7.36849280E-13  1.42473107E+03
0679  9.89638816E+11  9.46907596E+07  7.31001166E-13  1.41045726E+03
0680  9.93521779E+11  9.47036249E+07  7.25199884E-13  1.39635218E+03
0681  9.97419977E+11  9.47164376E+07  7.19445055E-13  1.38241384E+03
0682  1.00133347E+12  9.47291981E+07  7.13736300E-13  1.36864024E+03
0683  1.00526232E+12  9.47419064E+07  7.08073246E-13  1.35502945E+03
0684  1.00920658E+12  9.47545629E+07  7.02455522E-13  1.34157951E+03
0685  1.01316632E+12  9.47671677E+07  6.96882760E-13  1.32828853E+03
0686  1.01714160E+12  9.47797210E+07  6.91354596E-13  1.31515462E+03
0687  1.02113247E+12  9.47922232E+07  6.85870668E-13  1.30217592E+03
0688  1.02513900E+12  9.48046743E+07  6.80430617E-13  1.28935058E+03
0689  1.02916125E+12  9.48170746E+07  6.75034088E-13  1.27667678E+03
0690  1.03319929E+12  9.48294244E+07  6.69680727E-13  1.26415273E+03
0691  1.03725317E+12  9.48417238E+07  6.64370186E-13  1.25177665E+03
0692  1.04132295E+12  9.48539731E+07  6.59102116E-13  1.23954678E+03
0693  1.04540870E+12  9.48661724E+07  6.53876174E-13  1.22746139E+03
0694  1.04951048E+12  9.48783221E+07  6.48692018E-13  1.21551877E+03
0695  1.05362836E+12  9.48904222E+07  6.43549311E-13  1.20371722E+03
0696  1.05776239E+12  9.49024730E+07  6.38447716E-13  1.19205506E+03
0697  1.06191265E+12  9.49144747E+07  6.33386900E-13  1.18053066E+03
0698  1.06607918E+12  9.49264276E+07  6.28366534E-13  1.16914237E+03
0699  1.07026207E+12  9.49383318E+07  6.23386290E-13  1.15788858E+03
0700  1.07446137E+12  9.49501875E+07  6.18445843E-13  1.14676769E+03
0701  1.07867714E+12  9.49619949E+07  6.13544872E-13  1.13577814E+03
0702  1.08290946E+12  9.49737543E+07  6.08683056E-13  1.12491835E+03
0703  1.08715838E+12  9.49854659E+07  6.03860080E-13  1.11418680E+03
0704  1.09142397E+12  9.49971298E+07  5.99075629E-13  1.10358196E+03
0705  1.09570630E+12  9.50087462E+07  5.94329391E-13  1.09310234E+03
0706  1.10000543E+12  9.50203154E+07  5.89621058E-13  1.08274644E+03
0707  1.10432143E+12  9.50318376E+07  5.84950323E-13  1.07251281E+03
0708  1.10865436E+12  9.50433129E+07  5.80316882E-13  1.06239998E+03
0709  1.11300430E+12  9.50547415E+07  5.75720434E-13  1.05240654E+03
0710  1.11737130E+12  9.50661237E+07  5.71160680E-13  1.04253107E+03
0711  1.12175544E+12  9.50774597E+07  5.66637323E-13  1.03277216E+03
0712  1.12615677E+12  9.50887495E+07  5.62150070E-13  1.02312845E+03
0713  1.13057538E+12  9.50999936E+07  5.57698628E-13  1.01359855E+03
